Difficulty,Puzzle
5.24,[     o    oo   oo  o  o          o  oo   o    o ]
5.26,[  o o o    o     oo   o o      o   ooo          ]
5.26,[    o      o  ooo o o       o    o  o  o o      ]
5.26,[   o  o  o     o      o   oo oo o o         o   ]
5.27,[  oo  o   o   o      o  oo        o o      o  o ]
5.27,[       oo     o  oo o      o  oo    o    o  o   ]
5.27,[ o o o   o    oo    o     o      o  o  o  o     ]
5.27,[o o oo               oo   oo    o    o      o o ]
5.28,[o   o     o         ooo    o   ooo   oo         ]
5.28,[    o   oo  o       o  o   o    o ooo          o]
5.28,[  o   o o           o   o o o o  o  o o      o  ]
5.28,[    o   o    o        oo ooo    o     o    o  o ]
5.29,[ o   o      o     o  o ooo            o  o o   o]
5.29,[     o  oo  o     o o  o      o   o     o  o   o]
5.29,[   o  o  oo oo        o  o        o       o  o o]
5.29,[   o        o  oo   o  o   o       o   ooo   o  ]
5.29,[o   o        o o   o    o  o o    o        oo o ]
5.29,[  o       o   ooo      o  o o       oo  o o     ]
5.29,[    o o      o  oo  o     oo     o     o o     o]
5.29,[o     o   o      o ooo   o     o  o   o      o  ]
5.30,[  oo     o   o o o    o    o        o  o  o  o  ]
5.31,[    o o  oo   o   o          o o o o    o   o   ]
5.31,[o     o  o    o     o o   o o   o  oo        o  ]
5.31,[   o    o o   oo        o   oo  o  o   o     o  ]
5.31,[    o  oo  o  o          ooo          o    oo o ]
5.32,[ o          o  o o o   oo  o    o  o  oo        ]
5.32,[ o     o o    o o o        o   o  o o        oo ]
5.32,[ o   o  o      o     o   oo o o          o  o  o]
5.32,[  o        oo o        oooo    o    o     o  o  ]
5.32,[   o       o o ooo  o        o       o  o  o   o]
5.32,[ o          oo   oo   o o    o o o   o     o    ]
5.32,[       oooo   o    o         o o  oo  o  o      ]
5.32,[o     o  o   o    o o          ooo  o       o  o]
5.33,[    o   o o    o  o  o o      o oo   o      o   ]
5.33,[   o   oo o   o    o     oo        o  oo  o     ]
5.33,[   o o o  o        o  o oo     o    o o    o    ]
5.33,[  o   o          o oo  oo     o  o     o  oo    ]
5.33,[     o  oo    oo    o     oo              ooo  o]
5.33,[o          o       o  o ooo  oo      o    o  o  ]
5.33,[   o   oo    o   oo     o  o   o  o  o       o  ]
5.33,[ oo          o    oo  oo o       o  o    o   o  ]
5.33,[      o   o o   oo  o       o o     o   o  o o  ]
5.34,[    o   oo        o   oo        o o o o    o   o]
5.34,[o        o  oo    o o  oo           o  o o   o  ]
5.34,[   o   o  o oo  o       o o    o           o o o]
5.36,[    o o o  o o      o    o o      o    o   o   o]
5.36,[  o o    o o     o   ooo            o   o   o o ]
5.36,[  o  o      o  o   o     o o  o  o    oo o      ]
5.36,[       ooo  o     o  o        oo   o     o o o  ]
5.38,[       o o o  o    o  o     oo  oo         o  o ]
5.38,[ o o           o o  oo    o   o   o   ooo       ]
5.38,[       oo  oo o  o       o   o   o    o    o o  ]
5.38,[ o   o     o    o     o      oo o  o o    o  o  ]
5.39,[     o  o   o         ooo    o    o o  o o o    ]
5.39,[o o  o       o    o o    o  o       o  oo      o]
5.40,[     o o  oo o    o       o      o o o    o    o]
5.40,[       oo  o  o oo o         o o     o   o   o  ]
5.40,[  o  o o o   o      o      o  o  o     oo  o    ]
5.41,[    o  oo   o            o  o o o oo  o        o]
5.41,[  o o o   o    o        o  o      ooo  o     o  ]
5.41,[        o   oo       oooo  o       o      o o  o]
5.42,[ o  o        ooo o        o o      o      o o  o]
5.43,[  o o       o  o o  o       o  oo o o       o   ]
5.44,[o   o      o   o     o  o oooo          o     o ]
5.44,[ o  o   o   o    o     o      o oo  oo       o  ]
5.44,[o  o o o    o      o    o o o  o          o o   ]
5.44,[     o   o     oo o  oo o  o o              o  o]
5.44,[ o    o   o oo   o          o o   o     o o    o]
5.44,[  o  oo   o o     o   o oo                o o  o]
5.45,[  o o  o  o       o   o       o   o     o o o  o]
5.46,[ o      o   oo     o  o    o  o    o o   o    o ]
5.46,[o   o o             o  oo oo  o      o  o    o  ]
5.47,[      o   oo  o  o      o  o o   o  o  o o      ]
5.48,[  o o           o o  oo    o o  o         oo   o]
5.48,[  oo         o o      o  o o     o  o  o  o  o  ]
5.49,[ o   o   o o  o   o  o          o     o    oo o ]
5.51,[ o          o o    o  ooooo         o     o  o  ]
5.51,[   o  o o o    o   o       o      o o  oo    o  ]
5.51,[  o    o  o   o o  o     o  o  o   oo o         ]
5.51,[  o o         o o      o oooo o          o    o ]
5.51,[      o o  o  o   o o     o           ooo  oo   ]
5.52,[      o   oo   o o   o   o o          o o  o   o]
5.52,[     o  o   o    oo o      o   o  o o      o   o]
5.52,[   o o     o    oo        o   oo       oo  oo   ]
5.53,[    o   o  o  o   o   o o   o  o  oo o          ]
5.53,[ o oo   o           o  o   o oo o        o  o   ]
5.54,[     o    o  o  o      oo  o     o  oo   o     o]
5.54,[ o   o o            ooo  o       o oo  o  o     ]
5.54,[o   o  o o   o      o     o    o  ooo         o ]
5.54,[o  o     o     o   o     o o  oo o  o          o]
5.54,[ oo  o   o   o         o  o   o o o   o     o   ]
5.56,[      o o  o        o  o oooo         o  o     o]
5.56,[ o      o    ooo o        o   o    o o    o   o ]
5.57,[ o o   o         o   o      o  oo o   o   o   o ]
5.57,[ o     o o         oo  o    o   oo   o    o    o]
5.57,[o  o o o           o     o  oo   o    o   o   o ]
5.58,[    o   o  o o o o       o   o       o  o  o o  ]
5.59,[    o   o  o o   o      o    ooo         o o   o]
5.59,[o  o  o           o ooo oo         o         o o]
5.61,[ oo      o   o o  o  o         o o    o    o  o ]
5.61,[o      o  o o     o  o        oo  o  o    o o   ]
5.61,[o       o  oo     o    o o   oo      o    oo    ]
5.62,[   o o   o    o o        o o   oo  o o      o   ]
5.63,[  o    o   oo     o    o o   o o    o    oo     ]
5.63,[      o o o      o   o oo   o     oo  o        o]
5.64,[ o     o   o     o   o oo   o        o   o o o  ]
5.64,[ oo  o    o             o  o  o  o  oo o   o    ]
5.65,[ o o o o  o              oo  o     o o o  o     ]
5.65,[o        o oo  o          o  o   o    o  o o  o ]
5.66,[    o  oo         o o   o  o o o o       o   o  ]
5.66,[o   o  o o        o   o  o  o o      o    o o   ]
5.66,[      o o  o o    o o   o           o o  o  o o ]
5.66,[   o  o   o          o  o o o  o  o   oo  o     ]
5.66,[   o   o o   o  o    o o o o        o   o     o ]
5.66,[ o  o    o   o    o   o o o       o  o     o   o]
5.66,[o     o       o     o o  oo o  o  o  o   o      ]
5.67,[  o    o  o   o   o      o o  oo  o  o    o     ]
5.68,[ o o     o  o  o  o   o       o     o    o o o  ]
5.69,[   o o   o    o  o       o o   o  o  o     oo   ]
5.70,[   o       o   oo      o   ooo  o o         o  o]
5.71,[  o    o   o  o    o    oo o      o o  o    o   ]
5.71,[ o        o  o oo  oo         oo        o   oo  ]
5.71,[  o        ooo ooo          o o         o  oo   ]
5.73,[  o    o   oo      o o  oo        o o      o  o ]
5.73,[o        o ooo        o    o   oo    o    o o   ]
5.74,[o o o o             o     o o  o  oo        o  o]
5.74,[   o       o   oo o o  o     o    o  oo   o     ]
5.74,[o    o      o     oo   oo         ooo  o    o   ]
5.76,[  oo   o o  o        o   o  o  o        o   o o ]
5.76,[ o o  oo           o     o  o    o   o o  o o   ]
5.76,[  o  oo     o    o   o    o    oo o   o     o   ]
5.77,[ o  o   o    o o  o        o  o oo  o          o]
5.78,[o  o   o   o      o   o o    o  o  o o      o   ]
5.79,[    o      o oo oo  o          o   o o    o o   ]
5.79,[      o   oo     o  ooo o o            oo     o ]
5.79,[   oo  oo o           o  oo oo         oo       ]
5.79,[ o   o   o  o     o           ooo o o      o   o]
5.81,[ oo            o   oo    o   oooo         o  o  ]
5.82,[ o o            o   o ooo o o     o  o o        ]
5.82,[  o o     o  o   oo   o       o o          oo  o]
5.82,[o       o  oo  o     o     o  oo  o      o o    ]
5.84,[o  oo              oo o   o     o    o   o   o o]
5.84,[       o  o  o  ooo o       o  o      o o     o ]
5.86,[o  oo        o    o    ooo   o     o  o      o  ]
5.86,[    o   oo    o      o   ooo  o         o   o o ]
5.86,[  o    oo  o         ooo o      o o  o      o   ]
5.87,[  o   o    o     oo oo        o o  o  o        o]
5.87,[   o   o   o    o   o o      o   o      o o o  o]
5.89,[o o            o oo o  o   o  o o          o  o ]
5.89,[o o         o  o  o o  o      o  o   o     oo   ]
5.89,[o    oo          ooo  o      o       o   o o o  ]
5.89,[      o o o   o o     o    o o  o   o  o   o    ]
5.89,[o         o oo         oo  ooo    o       o    o]
5.91,[   o   o o    o o   o    o o o           o  oo  ]
5.92,[ o  o   o    oo           oo  o o o   o     o   ]
5.93,[o    o   o  o         o   oo   o    o o oo      ]
5.94,[   o      o    o  o   o o o  o oo  o        o   ]
5.98,[o     o    o        oo   o o   o o    o  o   o  ]
5.99,[   o o     o   oo  o        o  o    o  ooo      ]
6.00,[  o        oo  o   o o  ooo           o   o    o]
6.02,[o  o o            o  o o  o o         ooo  o    ]
6.02,[ o  o o    o             o o   oo o ooo         ]
6.02,[       o    o o o oo     o   oo  o       o     o]
6.04,[     o   o  o  oo o         o o    ooo   o      ]
6.04,[  o   o    o o  o   o o    o  o  o   o    o     ]
6.04,[o  o   o     o   o   o    o o  o   o    o      o]
6.04,[o  o      o           ooo o  o    o       o o o ]
6.08,[        o  oo o  o   o o o      o  o   o     o  ]
6.11,[     o  o    o     o    o o o  o  o   o  o   o  ]
6.13,[ o o  o       o          o o o o o o  o   o     ]
6.16,[ o        oo  oo   o       o   oo  o  o o       ]
6.17,[    o     o o  o    o   o o    o      o o  o  o ]
6.19,[        o o  o o   oo    o          ooooo       ]
6.19,[o      o  o o        o  o     oo o   o    o o   ]
6.22,[    o    o o     o   oo o     o     o    o o o  ]
6.24,[   o    oo  o  o     o      o o  o       o  o  o]
6.35,[  o o    o    o     o o  o  o o      o    o o   ]
6.38,[ o  o    o  o       o  o   o     oo o        o o]
6.41,[o  o         o o o  o     oo o o         o  o   ]
6.41,[o    o       o   o  o     o  ooo  o o    o      ]
6.41,[    o   oo   o      o  o   o    ooo  o         o]
6.41,[  o o  o o        o o  o   o      o o    o     o]
6.43,[  o  o        o  o o     o o   oo  o o       o  ]
6.46,[   oo  o        o ooo            o    oo o  o   ]
6.51,[ o  o         o   oo   o o     oo  ooo          ]
6.57,[ o o     o     o    o o     oo   o    o   o   o ]
6.57,[ o  o      o o o    o o    o    o o        o  o ]
6.58,[ o      o   o  o o o o        oo    o    o  o   ]
6.59,[    o        o oooo        o  o o o o          o]
6.64,[   o  o o o         oo  o     o  o  oo     o    ]
6.67,[  o    o   oo      o    oo        o oo o   o    ]
6.70,[ o  o  o o      o  o o            o o    o o   o]
6.71,[  o o  o o      o    o     o   oo   o      o   o]
6.72,[ o    o  o   o   o  o    o   oo   o o  o        ]
6.76,[ o  o       o    o  o o    o  o o o        o   o]
6.79,[   o o     o  o o      o     o     o    o o o  o]
6.85,[  o  o   o  o   o      o   o      o oo   o     o]
6.86,[ o   o   o  o       o  o   o  o  oo        o   o]
6.90,[  o  o      o   oo   o     o  oo o o        o   ]
6.91,[  o      o  ooo o          o  o o  o         o o]
6.91,[  o   o  o  o   o   o      o  ooo   o      o    ]
6.91,[  o   o     o   o oo o        o   o o      o   o]
6.91,[  o  o      o   o o    o   o  o oo  oo          ]
6.91,[ o  o   o o  o        o    o  o   o o      o   o]
6.91,[  o  o   o  o  o  o           o  o  o    o o   o]
6.91,[  o  o   o  o    o   o     o  o o   o  o o      ]
6.91,[  o o    o      o   o oo   o     oo o          o]
6.91,[  o o  o o      o   o  o   o  o o o  o          ]
6.91,[    o     o  o  oo    o    o  o  o  o    o     o]
6.91,[    o  o o  o   o   o      o  o  o  o    o     o]
6.92,[    oo    o      o  o  o o o  o  o  o          o]
6.92,[o    o    o  o   o  o      o  oo oo  o          ]
6.92,[    o    oo  oo o          o  o o  oo          o]
6.92,[       o oo o   o    o     o  o oo  o          o]
6.92,[  o    o o  o    o   o     o  o oo  o          o]
6.92,[o o   o      o    o o   o  o   o o  o          o]
6.92,[ o  o o o         oo oo          o oo          o]
6.93,[  o  o   o  o   o     o    o    o o o        o o]
6.93,[  o    o o  o   o   o o    o  o o o         o   ]
6.93,[     o   o  o    o  o  oo  o  o   o o          o]
6.94,[  o  o  o   o    o   o     o  o o   o o    o    ]
6.94,[ o  oo          o o  o     o  o  oo o         o ]
6.94,[        o  ooo   oo   o    o     o  o        o o]
6.94,[ o  o  oo         o o         ooo o o      o    ]
6.94,[     o  oo  o     o        o  ooo   o    o   o  ]
6.94,[ o o  o     o    o   o     o  o  oo  o         o]
6.94,[    o  oo o  o    o      o      o   oo     o   o]
6.94,[          oooo ooo            o oo          o  o]
6.95,[      o  oooo   o     o       o o   o      o  o ]
6.95,[   o    o   o  oo   o      o  oo oo  o          ]
6.95,[    o  o        ooooo         o   o o      o   o]
6.95,[  o o    o  o   o      o   o   oo o o        o  ]
6.95,[  o      o   o o  o o      o    o   o o  o     o]
6.95,[  o      o  o  oo   o      o    o o o o       o ]
6.95,[     o oo        oooo         o o o o          o]
6.96,[     o   o  o   o   o  o o o  o   o o          o]
6.96,[ o   o    o o  oo          o  o oo  o          o]
6.96,[ o  oo  o         o  o     o  o o o         o  o]
6.96,[ o  o        o  o o    o   o  o   ooo          o]
6.96,[ o       o  o  o o   o     o  o o   o      o  o ]
6.96,[  o  o      o   o o   o    o  o o  oo o         ]
6.97,[    o   o o      o   o o      o  oooo          o]
6.97,[  o      o  oo   o  o      o  o o o         o  o]
6.97,[  o o    o      o   o  o   o  o   o o    o     o]
6.97,[  o o    o   o   o  o      o  o o o          o o]
6.98,[  o     o   o    o   o o   o  o o o o          o]
6.98,[  o o     o  o         o o o  o  o  o      o   o]
6.98,[         o oo  oo   o      o  ooo o          o  ]
6.98,[     o  o   o    ooo  o       o o   o      o   o]
6.99,[  o      o  o  oo   o      o  o oo          o  o]
6.99,[     o   o  o    o  o  oo  o  o  o o           o]
6.99,[  o o    o   o  o   o      o oo oo             o]
6.99,[ o  o o   o  o    o       o   o   oo        o  o]
6.99,[ o     o  o o      o     o    o  o  ooo    o    ]
6.99,[o   o    o  o     o  oo    o    o o   o        o]
6.99,[  o o  o o      o   o      o  o  o  o    o    o ]
6.99,[  o      o   oo o   o      o   ooo  o          o]
6.99,[  o o  o o      o   o      o  ooo o o           ]
6.99,[    o     o  o  o   o o    o   oo o o         o ]
6.99,[  o    o o  o   o   o o    o    oo   o         o]
7.00,[  o o    o   o  o   o      o  o o o o         o ]
7.00,[  o       o o  o o o o        o  oo o  o        ]
7.00,[  o   o     o   oo  o      o  o o o  o       o  ]
7.00,[  o o     o  o   o     o   o  o o o o          o]
7.00,[  o  o  o   o    o   o     o    o o o  o     o  ]
7.00,[  o  o   o     oo   oo     o    o  ooo          ]
7.00,[  o  o   o  o     o  o        oo  o o    o o    ]
7.01,[      o   o  o  oo  o      o  o o o  o         o]
7.01,[ o  o  oo         o o          oo o oo     o    ]
7.02,[  o o  o o      o   o      o o ooo             o]
7.02,[    o      o o  oo     o   o  o o    o     o   o]
7.02,[  o o    o     oo   o o    o  o o o  o          ]
7.02,[  o   o   o  o    o o      o  o o o o o         ]
7.02,[  o   o   o  o    o o      o   ooo  o          o]
7.02,[  o      o  oo  o   o      o  o  o  o     o    o]
7.02,[  o      o  o  oo    o     o  o oo  o          o]
7.03,[  o         o  ooo   o     o  o o  o        o  o]
7.03,[  o o    o      o   ooo    o    o o  o         o]
7.03,[  o  o  o   o    o o o        o  oo o          o]
7.03,[  o o    o     oo   o      o  ooo o  o          ]
7.03,[  o o    o     oo   o      oo  ooo             o]
7.04,[ o  o        o  o o    o   o  o oo  o          o]
7.04,[  o      o  oo  o   o      o  o   o o    o     o]
7.04,[     o  oo    o     o  o  o  o  oo  o          o]
7.04,[  o      o o o   o  o  o      o   o  o     o o  ]
7.04,[  o   o  o   o  o   o      o  o oo  o          o]
7.04,[    o  o    o   oo  o      o  o o o  o o        ]
7.04,[       o  o o   oo   o     o  o o o o          o]
7.05,[  o o    o  o  oo    o     o    o     o    o   o]
7.05,[  o  o   o  o  oo          oo o o o            o]
7.05,[  o o    o     oo   o      o  o o o oo          ]
7.06,[ o  o  o  o     o   o o    o  o o o          o  ]
7.06,[ o  o   o    o    o   o    o   oo   o    o     o]
7.06,[  o o    o     oo o          oo   o o      o  o ]
7.06,[    o   oo   oo   o        o  o o   o      o  o ]
7.06,[ o     o  o o    o   o     o  o  o  o    o     o]
7.06,[  o      o  o  oo   o      o  o o   o      o   o]
7.07,[ o    o   o o   o  o  o       o   ooo        o  ]
7.07,[  o    oo   o    o  o       o o o o o          o]
7.07,[  o o    o    o o   o o    o     o  o    o     o]
7.08,[  o   o  o  o   o    o     o  o oo  o          o]
7.08,[  o    o o   o  o   o      o  o  o  o o o       ]
7.08,[  o    o   oo   o    o     o  o o o o          o]
7.08,[  o o    o     oo   o      o  o o o o         o ]
7.08,[    o    o  o   o o  o o   o  o o o   o         ]
7.09,[  o  o   o  o   o    oo    o    oo  o          o]
7.09,[   o   o oo  o  o    o     o     o  o   o      o]
7.09,[  o      o  ooo  o         o  o o   o    o     o]
7.11,[  o o o  o      o    o     o  o oo  o         o ]
7.11,[  o   o o    o   o  o      o  o o o oo          ]
7.12,[ o    o  o        o o        oo o o o      o   o]
7.12,[  o   o     o   ooo  o        o   ooo         o ]
7.13,[  o      o  o o o   o o    o    oo   o         o]
7.13,[  o      o  o  oo   o      o      o  oo  o     o]
7.13,[  o  o   o  o   o          o  oooo  o        o  ]
7.13,[  o o    o    o  o  o o         o   o    o o   o]
7.13,[  o  o   o   o  o   o      o  o  oo  o         o]
7.15,[  o o    o      o   o o    o  o   o o    o    o ]
7.15,[ o   o   o  o   o   o  o   o      o o      o   o]
7.16,[    o o  o   o  o o        o  o  o  o    o     o]
7.16,[    o o  oo  o  o          o   ooo  o          o]
7.16,[  o o    o     oo    o     o  o oo  o         o ]
7.16,[    o o o        ooo o         oo o o          o]
7.16,[     o  o o  o   o oo            oo o o        o]
7.16,[  o  o      o o o  o       o  o oo  o          o]
7.18,[  o      o  o o o   o      o  o oo  o o         ]
7.18,[  o o o  o      o   o o    o      o o o    o    ]
7.18,[  o o    o  o   o    o o   o   ooo           o  ]
7.19,[  o o    o   o   o  o      o  o o o o          o]
7.20,[  o  o   o  o  oo          o  o oo  o          o]
7.20,[  o  o   o   o   o  o  o   o    o o  o         o]
7.21,[    o  o oo  o  o          o  o oo  o          o]
7.21,[  o o    o  o  oo    o     o     o  o     o    o]
7.21,[  o o    o   o  o   o o    o  o oo  o           ]
7.23,[  o o o  o      o    o     o  o o   o      o   o]
7.23,[ o  o  o o  o       o      o  o oo    o       o ]
7.24,[ o  o        o  o o   o    o  o oo  o  o        ]
7.26,[  o  o   o  o o o          o  o o   o      o   o]
7.26,[ o  o o           o o   o  o  o  o   o    o  o  ]
7.26,[  o o o  o      o   o      o  o   o oo   o      ]
7.26,[  o  o   o   o  o   o  o   o    o o o          o]
7.27,[  o   o      o  o ooo         o o   o    o     o]
7.29,[  o     o    o o o  o      o  ooo o  o          ]
7.30,[  o   o  o  oo  o          o  o   o o    o     o]
7.30,[  o      o  o  oo   o      o  o o   o    o     o]
7.31,[  o o    o  o  oo    o     o      o o    o     o]
7.32,[  o o    o      o   ooo    o    oo    o        o]
7.33,[ o  o     o     o   o o    o   o  o o    o     o]
7.33,[        oo  o  o  o   o    o  o o   o  o   o    ]
7.33,[  o      o  o  oo   o  o   o  o o o  o          ]
7.33,[  o      o  ooo o          o  o oo  o          o]
7.34,[  o  o   o  o   o    o     o  o o   o o    o    ]
7.34,[  o      o  oo  o     o    o    o  oo o        o]
7.35,[  o o    o      o   ooo    o  o o o          o  ]
7.35,[  o  o      o    oo   o    o  o o   o o    o    ]
7.37,[  o    o o  o   o    o     o   ooo  o o         ]
7.38,[    oo  o        oo  o     o  o o   o    o    o ]
7.38,[   o     o  o  oo   o      o   oo o o        o  ]
7.39,[  o  o   o  o  oo     o    oo   oo             o]
7.40,[  o o    o      o   o  o   o  o o o o          o]
7.40,[  o   o  o   o  o   o      o   o o  oo     o    ]
7.45,[  o o    o     oo   o      o  o o  oo          o]
7.46,[  o      o  o o o   o      o  ooo  oo           ]
7.46,[  o      o   o oo   o      o  ooo o  o          ]
7.46,[  o   o  o  o   o   o      o   oo  oo          o]
7.48,[ o    o  o   o  o   o      o  o   o o    o     o]
7.49,[  o      o  oo  o          o  ooo  ooo          ]
7.50,[  o o    o  o   o     o    o o  oo  o          o]
7.50,[  o      o  o  oo   o o    o  o o o          o  ]
7.51,[ o   o  o   o     o o o    o      o o    o     o]
7.53,[  o o    o      o   ooo    o      o      o  o  o]
7.53,[  o   o  o  oo  o          o  o  o  o     o    o]
7.54,[  o o    o      o   o o    o  o o o o         o ]
7.55,[  o  o   o   o  o   o      o  o o o  o        o ]
7.56,[  o o    o    o o   o      o  ooo   o      o    ]
7.58,[  o o    o      o   o o    o  o o o o  o        ]
7.58,[  o   o  o  o   o    o     o  o oo  o o         ]
7.64,[  o      o  ooo o          o   ooo  oo          ]
7.69,[  o  o   o   o  o   o      o  o o   o      o   o]
